Time Step,1,2,3,Import/Export_1,Import/Export_2,Import/Export_3
3109,0.0,39022.72995297091,0.0,0.0,0.0,0.0
3110,0.0,23241.569105596624,0.0,0.0,0.0,0.0
3111,0.0,794.1728864109564,0.0,0.0,0.0,0.0
3112,0.0,0.0,0.0,0.0,0.0,0.0
3113,0.0,0.0,0.0,0.0,0.0,0.0
3114,0.0,0.0,0.0,0.0,0.0,0.0
3115,0.0,0.0,0.0,0.0,0.0,0.0
3116,0.0,0.0,0.0,0.0,0.0,0.0
3117,0.0,0.0,0.0,0.0,0.0,0.0
3118,0.0,0.0,0.0,0.0,0.0,0.0
3119,0.0,0.0,0.0,0.0,0.0,0.0
3120,0.0,0.0,0.0,0.0,0.0,0.0
3121,0.0,0.0,0.0,0.0,0.0,0.0
3122,0.0,0.0,0.0,0.0,0.0,0.0
3123,0.0,0.0,0.0,0.0,0.0,0.0
3124,0.0,0.0,0.0,0.0,0.0,0.0
3125,0.0,0.0,0.0,0.0,0.0,0.0
3126,0.0,0.0,0.0,0.0,0.0,0.0
3127,0.0,0.0,0.0,0.0,0.0,0.0
3128,0.0,-1.5148771126405336e-10,0.0,0.0,0.0,0.0
3129,0.0,0.0,0.0,0.0,0.0,0.0
3130,0.0,0.0,0.0,0.0,0.0,0.0
3131,0.0,4859.378901451292,0.0,0.0,0.0,0.0
3132,0.0,24059.379504081775,-2.2575363800569903e-09,0.0,0.0,0.0
3133,0.0,30830.54576703149,-6.24424956185976e-10,0.0,0.0,0.0
3134,0.0,13322.68754956025,3.850004759442527e-09,0.0,0.0,0.0
3135,0.0,0.0,0.0,0.0,0.0,0.0
3136,0.0,0.0,0.0,0.0,0.0,0.0
3137,0.0,-4.526157226791838e-10,0.0,0.0,0.0,0.0
3138,0.0,0.0,0.0,0.0,0.0,0.0
3139,0.0,0.0,0.0,0.0,0.0,0.0
3140,0.0,0.0,0.0,0.0,0.0,0.0
3141,0.0,0.0,0.0,0.0,0.0,0.0
3142,0.0,0.0,0.0,0.0,0.0,0.0
3143,0.0,0.0,0.0,0.0,0.0,0.0
3144,0.0,0.0,0.0,0.0,0.0,0.0
3145,0.0,0.0,0.0,0.0,0.0,0.0
3146,0.0,0.0,0.0,0.0,0.0,0.0
3147,0.0,0.0,0.0,0.0,0.0,0.0
3148,0.0,0.0,0.0,0.0,0.0,0.0
3149,0.0,0.0,0.0,0.0,0.0,0.0
3150,0.0,0.0,0.0,0.0,0.0,0.0
3151,0.0,0.0,0.0,0.0,0.0,0.0
3152,0.0,0.0,0.0,0.0,0.0,0.0
3153,0.0,0.0,0.0,0.0,0.0,0.0
3154,0.0,0.0,0.0,0.0,0.0,0.0
3155,0.0,0.0,0.0,0.0,0.0,0.0
3156,0.0,0.0,-6.0890670283697546e-09,0.0,0.0,0.0
3157,0.0,2796.8869353485616,0.0,0.0,0.0,0.0
3158,0.0,9475.314748776927,0.0,0.0,0.0,0.0
3159,0.0,10405.250503619523,0.0,0.0,0.0,0.0
3160,0.0,5605.459563555463,0.0,0.0,0.0,0.0
3161,0.0,0.0,78.08418060462884,0.0,0.0,0.0
3162,0.0,0.0,0.0,0.0,0.0,0.0
3163,0.0,0.0,9.557192312262828,0.0,0.0,0.0
3164,0.0,0.0,1.6109424905152991e-09,0.0,0.0,0.0
3165,0.0,0.0,-6.872369340271689e-10,0.0,0.0,0.0
3166,0.0,0.0,0.0,0.0,0.0,0.0
3167,0.0,0.0,0.0,0.0,0.0,0.0
3168,0.0,0.0,0.0,0.0,0.0,0.0
3169,0.0,0.0,0.0,0.0,0.0,0.0
3170,0.0,0.0,0.0,0.0,0.0,0.0
3171,0.0,0.0,0.0,0.0,0.0,0.0
3172,0.0,0.0,0.0,0.0,0.0,0.0
3173,0.0,0.0,0.0,0.0,0.0,0.0
3174,0.0,0.0,0.0,0.0,0.0,0.0
3175,0.0,0.0,0.0,0.0,0.0,0.0
3176,0.0,0.0,0.0,0.0,0.0,0.0
3177,0.0,0.0,0.0,0.0,0.0,0.0
3178,0.0,15142.019765645253,0.0,0.0,0.0,0.0
3179,0.0,27937.02601485367,0.0,0.0,0.0,0.0
3180,0.0,31534.257647675196,0.0,0.0,0.0,0.0
3181,0.0,27651.409538255437,0.0,0.0,0.0,0.0
3182,0.0,12761.384289715043,0.0,0.0,0.0,0.0
3183,0.0,0.0,0.0,0.0,0.0,0.0
3184,0.0,0.0,0.0,0.0,0.0,0.0
3185,0.0,0.0,0.0,0.0,0.0,0.0
3186,0.0,0.0,0.0,0.0,0.0,0.0
3187,0.0,0.0,0.0,0.0,0.0,0.0
3188,0.0,0.0,0.0,0.0,0.0,0.0
3189,0.0,0.0,0.0,0.0,0.0,0.0
3190,0.0,0.0,0.0,0.0,0.0,0.0
3191,0.0,0.0,0.0,0.0,0.0,0.0
3192,0.0,0.0,0.0,0.0,0.0,0.0
3193,0.0,0.0,0.0,0.0,0.0,0.0
3194,0.0,0.0,0.0,0.0,0.0,0.0
3195,0.0,0.0,0.0,0.0,0.0,0.0
3196,0.0,0.0,0.0,0.0,0.0,0.0
3197,0.0,0.0,0.0,0.0,0.0,0.0
3198,0.0,0.0,0.0,0.0,0.0,0.0
3199,0.0,0.0,0.0,0.0,0.0,0.0
3200,0.0,0.0,0.0,0.0,0.0,0.0
3201,0.0,0.0,0.0,0.0,0.0,0.0
3202,0.0,0.0,0.0,0.0,0.0,0.0
3203,0.0,0.0,0.0,0.0,0.0,0.0
3204,0.0,0.0,0.0,0.0,0.0,0.0
3205,0.0,0.0,0.0,0.0,0.0,0.0
3206,0.0,0.0,0.0,0.0,0.0,0.0
3207,0.0,0.0,0.0,0.0,0.0,0.0
3208,0.0,0.0,0.0,0.0,0.0,0.0
3209,0.0,0.0,0.0,0.0,0.0,0.0
3210,0.0,0.0,0.0,0.0,0.0,0.0
3211,0.0,0.0,0.0,0.0,0.0,0.0
3212,0.0,0.0,0.0,0.0,0.0,0.0
3213,0.0,0.0,1.8474111129762605e-11,0.0,0.0,0.0
3214,0.0,0.0,0.0,0.0,0.0,0.0
3215,0.0,0.0,0.0,0.0,0.0,0.0
3216,0.0,0.0,0.0,0.0,0.0,0.0
3217,0.0,0.0,0.0,0.0,0.0,0.0
3218,0.0,0.0,0.0,0.0,0.0,0.0
3219,0.0,0.0,7.759126674500294e-11,0.0,0.0,0.0
3220,0.0,0.0,0.0,0.0,0.0,0.0
3221,0.0,0.0,0.0,0.0,0.0,0.0
3222,0.0,0.0,0.0,0.0,0.0,0.0
3223,0.0,0.0,0.0,0.0,0.0,0.0
3224,0.0,0.0,0.0,0.0,0.0,0.0
3225,0.0,0.0,0.0,0.0,0.0,0.0
3226,0.0,0.0,0.0,0.0,0.0,0.0
3227,0.0,0.0,0.0,0.0,0.0,0.0
3228,0.0,14104.22333655881,0.0,0.0,0.0,0.0
3229,0.0,24963.814720167713,0.0,0.0,0.0,0.0
3230,0.0,22805.56157318431,1312.9775463982578,0.0,0.0,0.0
3231,0.0,11804.90773706578,0.0,0.0,0.0,0.0
3232,0.0,0.0,0.0,0.0,0.0,0.0
3233,0.0,0.0,0.0,0.0,0.0,0.0
3234,0.0,0.0,0.0,0.0,0.0,0.0
3235,0.0,0.0,0.0,0.0,0.0,0.0
3236,0.0,0.0,0.0,0.0,0.0,0.0
3237,0.0,0.0,0.0,0.0,0.0,0.0
3238,0.0,0.0,0.0,0.0,0.0,0.0
3239,0.0,0.0,0.0,0.0,0.0,0.0
3240,0.0,0.0,0.0,0.0,0.0,0.0
3241,0.0,0.0,0.0,0.0,0.0,0.0
3242,0.0,0.0,0.0,0.0,0.0,0.0
3243,0.0,0.0,0.0,0.0,0.0,0.0
3244,0.0,0.0,0.0,0.0,0.0,0.0
3245,0.0,0.0,0.0,0.0,0.0,0.0
3246,0.0,0.0,0.0,0.0,0.0,0.0
3247,0.0,0.0,0.0,0.0,0.0,0.0
3248,0.0,0.0,0.0,0.0,0.0,0.0
3249,0.0,0.0,0.0,0.0,0.0,0.0
3250,0.0,0.0,0.0,0.0,0.0,0.0
3251,0.0,0.0,0.0,0.0,0.0,0.0
3252,0.0,0.0,0.0,0.0,0.0,0.0
3253,0.0,0.0,0.0,0.0,0.0,0.0
3254,0.0,0.0,0.0,0.0,0.0,0.0
3255,0.0,0.0,0.0,0.0,0.0,0.0
3256,0.0,0.0,0.0,0.0,0.0,0.0
3257,0.0,0.0,0.0,0.0,0.0,0.0
3258,0.0,0.0,0.0,0.0,0.0,0.0
3259,0.0,0.0,0.0,0.0,0.0,0.0
3260,0.0,0.0,0.0,0.0,0.0,0.0
3261,0.0,0.0,0.0,0.0,0.0,0.0
3262,0.0,0.0,0.0,0.0,0.0,0.0
3263,0.0,0.0,0.0,0.0,0.0,0.0
3264,0.0,0.0,0.0,0.0,0.0,0.0
3265,0.0,0.0,0.0,0.0,0.0,0.0
3266,0.0,0.0,0.0,0.0,0.0,0.0
3267,0.0,0.0,0.0,0.0,0.0,0.0
3268,0.0,0.0,0.0,0.0,0.0,0.0
3269,0.0,0.0,0.0,0.0,0.0,0.0
3270,0.0,0.0,0.0,0.0,0.0,0.0
3271,0.0,0.0,0.0,0.0,0.0,0.0
3272,0.0,0.0,0.0,0.0,0.0,0.0
3273,0.0,0.0,0.0,0.0,0.0,0.0
3274,0.0,0.0,0.0,0.0,0.0,0.0
3275,0.0,0.0,0.0,0.0,0.0,0.0
3276,0.0,0.0,0.0,0.0,0.0,0.0
3277,0.0,7359.711954270813,0.0,0.0,0.0,0.0
3278,0.0,3492.004532584351,0.0,0.0,0.0,0.0
3279,0.0,0.0,0.0,0.0,0.0,0.0
3280,0.0,0.0,0.0,0.0,0.0,0.0
3281,0.0,0.0,0.0,0.0,0.0,0.0
3282,0.0,0.0,0.0,0.0,0.0,0.0
3283,0.0,0.0,0.0,0.0,0.0,0.0
3284,0.0,0.0,0.0,0.0,0.0,0.0
3285,0.0,0.0,0.0,0.0,0.0,0.0
3286,0.0,0.0,0.0,0.0,0.0,0.0
3287,0.0,0.0,0.0,0.0,0.0,0.0
3288,0.0,0.0,0.0,0.0,0.0,0.0
3289,0.0,0.0,0.0,0.0,0.0,0.0
3290,0.0,0.0,0.0,0.0,0.0,0.0
3291,0.0,0.0,0.0,0.0,0.0,0.0
3292,0.0,0.0,0.0,0.0,0.0,0.0
3293,0.0,0.0,0.0,0.0,0.0,0.0
3294,0.0,0.0,0.0,0.0,0.0,0.0
3295,0.0,0.0,0.0,0.0,0.0,0.0
3296,0.0,0.0,0.0,0.0,0.0,0.0
3297,0.0,0.0,0.0,0.0,0.0,0.0
3298,0.0,14765.781472006232,0.0,0.0,0.0,0.0
3299,0.0,49335.14442351646,0.0,0.0,0.0,0.0
3300,0.0,133570.03050697607,0.0,0.0,0.0,0.0
3301,0.0,96252.85505635811,0.0,0.0,0.0,0.0
3302,0.0,49379.58419471426,0.0,0.0,0.0,0.0
3303,0.0,35652.161769183556,0.0,0.0,0.0,0.0
3304,0.0,23147.17555498283,0.0,0.0,0.0,0.0
3305,0.0,15619.727151703533,0.0,0.0,0.0,0.0
3306,0.0,0.0,0.0,0.0,0.0,0.0
3307,0.0,0.0,0.0,0.0,0.0,0.0
3308,0.0,0.0,0.0,0.0,0.0,0.0
3309,0.0,0.0,0.0,0.0,0.0,0.0
3310,0.0,0.0,0.0,0.0,0.0,0.0
3311,0.0,0.0,1.6257217794191092e-10,0.0,0.0,0.0
3312,0.0,0.0,5.1727511163335294e-11,0.0,0.0,0.0
3313,0.0,0.0,0.0,0.0,0.0,0.0
3314,0.0,0.0,0.0,0.0,0.0,0.0
3315,0.0,0.0,-3.1036506698001176e-10,0.0,0.0,0.0
3316,0.0,0.0,0.0,0.0,0.0,0.0
3317,0.0,0.0,0.0,0.0,0.0,0.0
3318,0.0,0.0,0.0,0.0,0.0,0.0
3319,0.0,719.880803759325,0.0,0.0,0.0,0.0
3320,0.0,20484.025717003726,0.0,0.0,0.0,0.0
3321,0.0,26676.036102903385,3319.554508680285,0.0,0.0,0.0
3322,0.0,30777.528543217155,7330.164864186005,0.0,0.0,0.0
3323,0.0,31774.904155148717,8666.345410054248,0.0,0.0,0.0
3324,0.0,36129.46006444836,4835.116586415624,0.0,0.0,0.0
3325,0.0,30828.711826268845,2875.7718860828945,0.0,0.0,0.0
3326,0.0,32549.35376454011,0.0,0.0,0.0,0.0
3327,0.0,21144.75186324424,0.0,0.0,0.0,0.0
3328,0.0,14891.836980904787,0.0,0.0,0.0,0.0
3329,0.0,356.4322188819321,0.0,0.0,0.0,0.0
3330,0.0,-2.5863755581667647e-11,0.0,0.0,0.0,0.0
3331,0.0,0.0,0.0,0.0,0.0,0.0
3332,0.0,0.0,0.0,0.0,0.0,0.0
3333,0.0,0.0,0.0,0.0,0.0,0.0
3334,0.0,0.0,2.955857780762017e-11,0.0,0.0,0.0
3335,0.0,0.0,0.0,0.0,0.0,0.0
3336,0.0,0.0,0.0,0.0,0.0,0.0
3337,0.0,0.0,0.0,0.0,0.0,0.0
3338,0.0,0.0,0.0,0.0,0.0,0.0
3339,0.0,0.0,0.0,0.0,0.0,0.0
3340,0.0,0.0,0.0,0.0,0.0,0.0
3341,0.0,0.0,0.0,0.0,0.0,0.0
3342,0.0,-1.0585665677353973e-09,0.0,0.0,0.0,0.0
3343,0.0,-6.964739895920502e-10,0.0,0.0,0.0,0.0
3344,0.0,0.0,0.0,0.0,0.0,0.0
3345,0.0,0.0,0.0,0.0,0.0,0.0
3346,0.0,0.0,0.0,0.0,0.0,0.0
3347,0.0,0.0,0.0,0.0,0.0,0.0
3348,0.0,0.0,0.0,0.0,0.0,0.0
3349,0.0,0.0,0.0,0.0,0.0,0.0
3350,0.0,0.0,0.0,0.0,0.0,0.0
3351,0.0,0.0,0.0,0.0,0.0,0.0
3352,0.0,0.0,0.0,0.0,0.0,0.0
3353,0.0,0.0,0.0,0.0,0.0,0.0
3354,0.0,0.0,0.0,0.0,0.0,0.0
3355,0.0,-7.851497230149107e-10,0.0,0.0,0.0,0.0
3356,0.0,-1.4779288903810084e-10,0.0,0.0,0.0,0.0
3357,0.0,0.0,0.0,0.0,0.0,0.0
3358,0.0,0.0,0.0,0.0,0.0,0.0
3359,0.0,0.0,0.0,0.0,0.0,0.0
3360,0.0,0.0,0.0,0.0,0.0,0.0
3361,0.0,0.0,0.0,0.0,0.0,0.0
3362,0.0,0.0,0.0,0.0,0.0,0.0
3363,0.0,0.0,0.0,0.0,0.0,0.0
3364,0.0,0.0,0.0,0.0,0.0,0.0
3365,0.0,0.0,0.0,0.0,0.0,0.0
3366,0.0,0.0,0.0,0.0,0.0,0.0
3367,0.0,-2.680593524928554e-09,0.0,0.0,0.0,0.0
3368,0.0,0.0,0.0,0.0,0.0,0.0
3369,0.0,0.0,0.0,0.0,0.0,0.0
3370,0.0,7306.369974244955,0.0,0.0,0.0,0.0
3371,0.0,0.0,0.0,0.0,0.0,0.0
3372,0.0,-4.064304448547773e-10,-7.44506678529433e-10,0.0,0.0,0.0
3373,0.0,3636.391782790288,0.0,0.0,0.0,0.0
3374,0.0,916.979579632382,0.0,0.0,0.0,0.0
3375,0.0,-7.02016222930979e-11,-6.576783562195487e-10,0.0,0.0,0.0
3376,0.0,0.0,0.0,0.0,0.0,0.0
3377,0.0,0.0,0.0,0.0,0.0,0.0
3378,0.0,0.0,0.0,0.0,0.0,0.0
3379,0.0,-1.2008172234345693e-10,0.0,0.0,0.0,0.0
3380,0.0,0.0,0.0,0.0,0.0,0.0
3381,0.0,0.0,0.0,0.0,0.0,0.0
3382,0.0,0.0,0.0,0.0,0.0,0.0
3383,0.0,0.0,0.0,0.0,0.0,0.0
3384,0.0,0.0,0.0,0.0,0.0,0.0
3385,0.0,0.0,0.0,0.0,0.0,0.0
3386,0.0,0.0,0.0,0.0,0.0,0.0
3387,0.0,0.0,0.0,0.0,0.0,0.0
3388,0.0,0.0,0.0,0.0,0.0,0.0
3389,0.0,0.0,0.0,0.0,0.0,0.0
3390,0.0,0.0,0.0,0.0,0.0,0.0
3391,0.0,0.0,0.0,0.0,0.0,0.0
3392,0.0,0.0,0.0,0.0,0.0,0.0
3393,0.0,0.0,0.0,0.0,0.0,0.0
3394,0.0,0.0,0.0,0.0,0.0,0.0
3395,0.0,11665.785749207307,0.0,0.0,0.0,0.0
3396,0.0,29425.34954860826,3285.054835130967,0.0,0.0,0.0
3397,0.0,20513.934283323324,0.0,0.0,0.0,0.0
3398,0.0,2534.694489946251,0.0,0.0,0.0,0.0
3399,0.0,0.0,0.0,0.0,0.0,0.0
3400,0.0,0.0,0.0,0.0,0.0,0.0
3401,0.0,0.0,0.0,0.0,0.0,0.0
3402,0.0,0.0,0.0,0.0,0.0,0.0
3403,0.0,0.0,0.0,0.0,0.0,0.0
3404,0.0,0.0,0.0,0.0,0.0,0.0
3405,0.0,0.0,0.0,0.0,0.0,0.0
3406,0.0,0.0,0.0,0.0,0.0,0.0
3407,0.0,0.0,0.0,0.0,0.0,0.0
3408,0.0,0.0,0.0,0.0,0.0,0.0
3409,0.0,0.0,0.0,0.0,0.0,0.0
3410,0.0,0.0,0.0,0.0,0.0,0.0
3411,0.0,0.0,0.0,0.0,0.0,0.0
3412,0.0,0.0,0.0,0.0,0.0,0.0
3413,0.0,0.0,0.0,0.0,0.0,0.0
3414,0.0,0.0,0.0,0.0,0.0,0.0
3415,0.0,0.0,0.0,0.0,0.0,0.0
3416,0.0,0.0,0.0,0.0,0.0,0.0
3417,0.0,0.0,0.0,0.0,0.0,0.0
3418,0.0,0.0,0.0,0.0,0.0,0.0
3419,0.0,0.0,0.0,0.0,0.0,0.0
3420,0.0,0.0,0.0,0.0,0.0,0.0
3421,0.0,0.0,0.0,0.0,0.0,0.0
3422,0.0,-6.743050562363351e-10,0.0,0.0,0.0,0.0
3423,0.0,0.0,0.0,0.0,0.0,0.0
3424,0.0,-5.283595783112105e-10,0.0,0.0,0.0,0.0
3425,0.0,-2.62332378042629e-10,0.0,0.0,0.0,0.0
3426,0.0,0.0,0.0,0.0,0.0,0.0
3427,0.0,0.0,0.0,0.0,0.0,0.0
3428,0.0,0.0,0.0,0.0,0.0,0.0
3429,0.0,0.0,0.0,0.0,0.0,0.0
3430,0.0,0.0,0.0,0.0,0.0,0.0
3431,0.0,0.0,0.0,0.0,0.0,0.0
3432,0.0,0.0,0.0,0.0,0.0,0.0
3433,0.0,0.0,0.0,0.0,0.0,0.0
3434,0.0,0.0,0.0,0.0,0.0,0.0
3435,0.0,0.0,0.0,0.0,0.0,0.0
3436,0.0,0.0,0.0,0.0,0.0,0.0
3437,0.0,0.0,0.0,0.0,0.0,0.0
3438,0.0,0.0,0.0,0.0,0.0,0.0
3439,0.0,0.0,0.0,0.0,0.0,0.0
3440,0.0,0.0,0.0,0.0,0.0,0.0
3441,0.0,0.0,0.0,0.0,0.0,0.0
3442,0.0,0.0,0.0,0.0,0.0,0.0
3443,0.0,24967.80924090976,0.0,0.0,0.0,0.0
3444,0.0,35504.153116022964,0.0,0.0,0.0,0.0
3445,0.0,33612.23238924926,0.0,0.0,0.0,0.0
3446,0.0,21077.525687491932,0.0,0.0,0.0,0.0
3447,0.0,908.5723339847317,0.0,0.0,0.0,0.0
3448,0.0,0.0,0.0,0.0,0.0,0.0
3449,0.0,0.0,0.0,0.0,0.0,0.0
3450,0.0,0.0,0.0,0.0,0.0,0.0
3451,0.0,0.0,0.0,0.0,0.0,0.0
3452,0.0,0.0,0.0,0.0,0.0,0.0
3453,0.0,0.0,0.0,0.0,0.0,0.0
3454,0.0,0.0,0.0,0.0,0.0,0.0
3455,0.0,0.0,0.0,0.0,0.0,0.0
3456,0.0,0.0,0.0,0.0,0.0,0.0
3457,0.0,0.0,0.0,0.0,0.0,0.0
3458,0.0,0.0,0.0,0.0,0.0,0.0
3459,0.0,0.0,0.0,0.0,0.0,0.0
3460,0.0,0.0,0.0,0.0,0.0,0.0
3461,0.0,0.0,0.0,0.0,0.0,0.0
3462,0.0,0.0,0.0,0.0,0.0,0.0
3463,0.0,0.0,0.0,0.0,0.0,0.0
3464,0.0,0.0,0.0,0.0,0.0,0.0
3465,0.0,0.0,0.0,0.0,0.0,0.0
3466,0.0,0.0,0.0,0.0,0.0,0.0
3467,0.0,0.0,0.0,0.0,0.0,0.0
3468,0.0,0.0,0.0,0.0,0.0,0.0
3469,0.0,0.0,0.0,0.0,0.0,0.0
3470,0.0,0.0,0.0,0.0,0.0,0.0
3471,0.0,0.0,0.0,0.0,0.0,0.0
3472,0.0,0.0,0.0,0.0,0.0,0.0
3473,0.0,-5.061906449554954e-10,0.0,0.0,0.0,0.0
3474,0.0,0.0,0.0,0.0,0.0,0.0
3475,0.0,0.0,0.0,0.0,0.0,0.0
3476,0.0,0.0,0.0,0.0,0.0,0.0
3477,0.0,0.0,0.0,0.0,0.0,0.0
3478,0.0,0.0,0.0,0.0,0.0,0.0
3479,0.0,0.0,0.0,0.0,0.0,0.0
3480,0.0,0.0,0.0,0.0,0.0,0.0
3481,0.0,0.0,0.0,0.0,0.0,0.0
3482,0.0,0.0,0.0,0.0,0.0,0.0
3483,0.0,0.0,0.0,0.0,0.0,0.0
3484,0.0,0.0,0.0,0.0,0.0,0.0
3485,0.0,0.0,0.0,0.0,0.0,0.0
3486,0.0,0.0,0.0,0.0,0.0,0.0
3487,0.0,0.0,0.0,0.0,0.0,0.0
3488,0.0,0.0,0.0,0.0,0.0,0.0
3489,0.0,0.0,0.0,0.0,0.0,0.0
3490,0.0,0.0,0.0,0.0,0.0,0.0
3491,0.0,0.0,0.0,0.0,0.0,0.0
3492,0.0,0.0,0.0,0.0,0.0,0.0
3493,0.0,0.0,0.0,0.0,0.0,0.0
3494,0.0,0.0,0.0,0.0,0.0,0.0
3495,0.0,0.0,0.0,0.0,0.0,0.0
3496,0.0,0.0,0.0,0.0,0.0,0.0
3497,0.0,0.0,0.0,0.0,0.0,0.0
3498,0.0,0.0,0.0,0.0,0.0,0.0
3499,0.0,0.0,0.0,0.0,0.0,0.0
3500,0.0,-6.650680006714538e-11,0.0,0.0,0.0,0.0
3501,0.0,0.0,0.0,0.0,0.0,0.0
3502,0.0,0.0,0.0,0.0,0.0,0.0
3503,0.0,0.0,0.0,0.0,0.0,0.0
3504,0.0,0.0,0.0,0.0,0.0,0.0
3505,0.0,0.0,-4.877165338257328e-10,0.0,0.0,0.0
3506,0.0,0.0,1.9804247131105512e-09,0.0,0.0,0.0
3507,0.0,0.0,-1.6626700016786344e-10,0.0,0.0,0.0
3508,0.0,0.0,4.965841071680188e-09,0.0,0.0,0.0
3509,0.0,4.951061782776378e-10,0.0,0.0,0.0,0.0
3510,0.0,-1.4779288903810084e-11,0.0,0.0,0.0,0.0
3511,0.0,-8.128608897095546e-10,0.0,0.0,0.0,0.0
3512,0.0,0.0,0.0,0.0,0.0,0.0
3513,0.0,0.0,0.0,0.0,0.0,0.0
3514,0.0,-1.6072476682893466e-10,9.237055564881302e-11,0.0,0.0,0.0
3515,0.0,7307.002639529454,0.0,0.0,0.0,0.0
3516,0.0,6089.999127882493,1.9952040020143613e-10,0.0,0.0,0.0
3517,0.0,8366.47006082812,2.567901447037002e-10,0.0,0.0,0.0
3518,0.0,4675.3070556027105,-1.913917913043406e-09,0.0,0.0,0.0
3519,0.0,1.2377654456940945e-10,-1.8695800463319756e-09,0.0,0.0,0.0
3520,0.0,0.0,0.0,0.0,0.0,0.0
3521,0.0,0.0,0.0,0.0,0.0,0.0
3522,0.0,1.7365664461976849e-10,0.0,0.0,0.0,0.0
3523,0.0,3.694822225952521e-11,0.0,0.0,0.0,0.0
3524,0.0,-1.681144112808397e-10,0.0,0.0,0.0,0.0
3525,0.0,0.0,0.0,0.0,0.0,0.0
3526,0.0,0.0,0.0,0.0,0.0,0.0
3527,0.0,0.0,0.0,0.0,0.0,0.0
3528,0.0,0.0,3.694822225952521e-09,0.0,0.0,0.0
3529,0.0,0.0,0.0,0.0,0.0,0.0
3530,0.0,0.0,-1.4409806681214832e-10,0.0,0.0,0.0
3531,0.0,0.0,-2.0801849132112693e-09,0.0,0.0,0.0
3532,0.0,0.0,-1.0936673788819462e-09,0.0,0.0,0.0
3533,0.0,0.0,1.6626700016786344e-10,0.0,0.0,0.0
3534,0.0,0.0,5.837819117004983e-10,0.0,0.0,0.0
3535,0.0,1.98596694644948e-10,7.648282007721718e-10,0.0,0.0,0.0
3536,0.0,7.389644451905042e-11,0.0,0.0,0.0,0.0
3537,0.0,0.0,0.0,0.0,0.0,0.0
3538,0.0,0.0,0.0,0.0,0.0,0.0
3539,0.0,0.0,6704.625376888339,0.0,0.0,0.0
3540,0.0,304.4690256528527,15041.569460451934,1.1823431123048067e-10,0.0,0.0
3541,0.0,225.0020594207858,6191.290162099202,1.1823431123048067e-10,0.0,0.0
3542,0.0,4074.076217460035,5683.7774684154065,0.0,0.0,0.0
3543,0.0,923.0895382565024,4863.889124910341,0.0,0.0,0.0
3544,0.0,0.0,0.0,0.0,0.0,0.0
3545,0.0,2.1245227799226996e-10,0.0,0.0,0.0,0.0
3546,0.0,0.0,0.0,0.0,0.0,0.0
3547,0.0,0.0,0.0,0.0,0.0,0.0
3548,0.0,0.0,0.0,0.0,0.0,0.0
3549,0.0,0.0,0.0,0.0,0.0,0.0
3550,0.0,0.0,0.0,0.0,0.0,0.0
3551,0.0,0.0,0.0,0.0,0.0,0.0
3552,0.0,0.0,0.0,0.0,0.0,0.0
3553,0.0,0.0,0.0,0.0,0.0,0.0
3554,0.0,0.0,0.0,0.0,0.0,0.0
3555,0.0,0.0,0.0,0.0,0.0,0.0
3556,0.0,0.0,0.0,0.0,0.0,0.0
3557,0.0,0.0,0.0,0.0,0.0,0.0
3558,0.0,0.0,0.0,0.0,0.0,0.0
3559,0.0,0.0,0.0,0.0,0.0,0.0
3560,0.0,0.0,0.0,0.0,0.0,0.0
3561,0.0,0.0,-1.1435474789323052e-09,0.0,0.0,0.0
3562,0.0,-2.5863755581667647e-11,6.133404895081185e-10,0.0,0.0,0.0
3563,0.0,7194.239625792833,0.0,0.0,0.0,0.0
3564,0.0,21005.862408018624,0.0,0.0,0.0,0.0
3565,0.0,25405.507135398955,0.0,0.0,0.0,0.0
3566,0.0,25963.591149535427,0.0,0.0,0.0,0.0
3567,0.0,24370.16624533215,0.0,0.0,0.0,0.0
3568,0.0,18728.62508551822,0.0,0.0,0.0,0.0
3569,0.0,16734.25939669911,0.0,0.0,0.0,0.0
3570,0.0,5563.924592237415,0.0,0.0,0.0,0.0
3571,0.0,0.0,0.0,0.0,0.0,0.0
3572,0.0,0.0,0.0,0.0,0.0,0.0
3573,0.0,0.0,0.0,0.0,0.0,0.0
3574,0.0,0.0,-4.552020982373506e-09,0.0,0.0,0.0
3575,0.0,0.0,0.0,0.0,0.0,0.0
3576,0.0,0.0,0.0,0.0,0.0,0.0
3577,0.0,0.0,0.0,0.0,0.0,0.0
3578,0.0,0.0,0.0,0.0,0.0,0.0
3579,0.0,0.0,0.0,0.0,0.0,0.0
3580,0.0,0.0,-2.5863755581667647e-10,0.0,0.0,0.0
3581,0.0,0.0,0.0,0.0,0.0,0.0
3582,0.0,0.0,0.0,0.0,0.0,0.0
3583,0.0,0.0,0.0,0.0,0.0,0.0
3584,0.0,0.0,0.0,0.0,0.0,0.0
3585,0.0,0.0,0.0,0.0,0.0,0.0
3586,0.0,0.0,0.0,0.0,0.0,0.0
3587,0.0,1.0197709343628958e-09,0.0,0.0,0.0,0.0
3588,0.0,0.0,0.0,0.0,0.0,0.0
3589,0.0,0.0,0.0,0.0,0.0,0.0
3590,0.0,0.0,78.65506030998574,0.0,0.0,0.0
3591,0.0,0.0,0.0,0.0,0.0,0.0
3592,0.0,0.0,0.0,0.0,0.0,0.0
3593,0.0,0.0,0.0,0.0,0.0,0.0
